Database,Version,Table,Year,System,Flow,Satellite account,Unit,Region,Sector,Item,Value
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Production T&D of electricity,201178.77064048563
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Production T&D of electricity,8303507.842865202
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,BE,Sector,Production T&D of electricity,722518.5449650238
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,BG,Sector,Production T&D of electricity,1707601.0088401386
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,BR,Sector,Production T&D of electricity,798299.8342335647
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,CA,Sector,Production T&D of electricity,1802910.5624244874
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,CH,Sector,Production T&D of electricity,17476.29252557266
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,CN,Sector,Production T&D of electricity,8624366.83466303
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,CY,Sector,Production T&D of electricity,3360697.0907315277
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,CZ,Sector,Production T&D of electricity,6904639.785008855
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,DE,Sector,Production T&D of electricity,1816861.1126544292
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,DK,Sector,Production T&D of electricity,6235721.072530721
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,EE,Sector,Production T&D of electricity,2070991.7515670448
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,ES,Sector,Production T&D of electricity,1347105.6650518465
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,FI,Sector,Production T&D of electricity,555148.5219426451
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,FR,Sector,Production T&D of electricity,342216.43292557297
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,GB,Sector,Production T&D of electricity,1963034.0961820146
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,GR,Sector,Production T&D of electricity,4169582.806307469
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,HR,Sector,Production T&D of electricity,1324358.021309713
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,HU,Sector,Production T&D of electricity,296512186.11071205
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,ID,Sector,Production T&D of electricity,4932996.289277654
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,IE,Sector,Production T&D of electricity,2206979.017642571
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,IN,Sector,Production T&D of electricity,15849467.664125819
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,IT,Sector,Production T&D of electricity,610344.4669254476
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,JP,Sector,Production T&D of electricity,7421354.448313394
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,KR,Sector,Production T&D of electricity,51968379.06968456
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,LT,Sector,Production T&D of electricity,700754.9239547448
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,LU,Sector,Production T&D of electricity,690393.8822033354
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,LV,Sector,Production T&D of electricity,384347.76393275306
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,MT,Sector,Production T&D of electricity,6751428.756767831
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,MX,Sector,Production T&D of electricity,80313292.4041742
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,NL,Sector,Production T&D of electricity,1352349.310847479
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,NO,Sector,Production T&D of electricity,11022.582699480032
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,PL,Sector,Production T&D of electricity,7707162.033711446
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,PT,Sector,Production T&D of electricity,970208.4324390562
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,RO,Sector,Production T&D of electricity,1859901.531591149
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,RU,Sector,Production T&D of electricity,7236465.059518246
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,SE,Sector,Production T&D of electricity,14777.342036683947
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,SI,Sector,Production T&D of electricity,3644055.9651397364
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,SK,Sector,Production T&D of electricity,1410951.354617425
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,TR,Sector,Production T&D of electricity,9827192.830977706
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,TW,Sector,Production T&D of electricity,22684292.06212972
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,US,Sector,Production T&D of electricity,4339626.82716889
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,WA,Sector,Production T&D of electricity,7980969.275178428
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,WE,Sector,Production T&D of electricity,9164220.0419956
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,WF,Sector,Production T&D of electricity,3240233.358033551
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,WL,Sector,Production T&D of electricity,2613025.0505431867
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,WM,Sector,Production T&D of electricity,5815072.23177653
EXIOBASE,3.10.2,IOT,2022,ixi,Intensity,GHG,kg CO2eq/M.EUR,ZA,Sector,Production T&D of electricity,21060292.666076157
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,AT,Sector,Production T&D of electricity,1038951.1203822779
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,AU,Sector,Production T&D of electricity,9390743.71076692
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,BE,Sector,Production T&D of electricity,930742.098865891
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,BG,Sector,Production T&D of electricity,1982034.5021142832
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,BR,Sector,Production T&D of electricity,1057767.6123307208
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,CA,Sector,Production T&D of electricity,1906148.4076462628
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,CH,Sector,Production T&D of electricity,421503.5881389396
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,CN,Sector,Production T&D of electricity,13501622.148196284
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,CY,Sector,Production T&D of electricity,3699601.323268863
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,CZ,Sector,Production T&D of electricity,7651394.996634401
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,DE,Sector,Production T&D of electricity,2371971.127502804
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,DK,Sector,Production T&D of electricity,6298273.380356264
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,EE,Sector,Production T&D of electricity,2245272.1346000163
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,ES,Sector,Production T&D of electricity,1660201.140367195
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,FI,Sector,Production T&D of electricity,696079.9959848943
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,FR,Sector,Production T&D of electricity,560386.4398440633
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,GB,Sector,Production T&D of electricity,2698801.1565485196
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,GR,Sector,Production T&D of electricity,5927021.746385696
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,HR,Sector,Production T&D of electricity,1479145.2667322077
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,HU,Sector,Production T&D of electricity,298207999.8200697
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,ID,Sector,Production T&D of electricity,5830525.94815143
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,IE,Sector,Production T&D of electricity,2855994.497590963
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,IN,Sector,Production T&D of electricity,18960759.15932143
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,IT,Sector,Production T&D of electricity,916899.7814831034
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,JP,Sector,Production T&D of electricity,7935407.818022977
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,KR,Sector,Production T&D of electricity,52929295.08429838
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,LT,Sector,Production T&D of electricity,1043646.8081934103
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,LU,Sector,Production T&D of electricity,1227379.8583968529
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,LV,Sector,Production T&D of electricity,1132567.9380492163
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,MT,Sector,Production T&D of electricity,12039919.160055637
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,MX,Sector,Production T&D of electricity,80780261.07793733
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,NL,Sector,Production T&D of electricity,1624618.9631017745
EXIOBASE,3.10.2,IOT,2022,ixi,Footprint,GHG,kg CO2eq/M.EUR,NO,Sector,Production T&D of electricity,31425.311925198857
