Database,Version,Table,Year,System,Flow,Satellite account,Unit,Region,Sector,Item,Value
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by Geothermal,0.0
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by biomass and waste,6762722.298830846
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by coal,71.27725040538161
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by gas,3248377.2074011853
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by hydro,40.24224264178159
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by nuclear,0.0
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by petroleum and other oil derivatives,444147.6058838273
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by solar photovoltaic,4.575336084466958
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by solar thermal,0.0
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,"Electricity by tide, wave, ocean",0.0
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by wind,46501.673329926336
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by Geothermal,0.0
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by biomass and waste,39039.574153938425
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by coal,23536936.304702595
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by gas,4840865.1710336665
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by hydro,442.0260591313071
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by nuclear,0.0
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by petroleum and other oil derivatives,4714239.401351388
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by solar photovoltaic,76.57375004208657
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by solar thermal,83354.53989535516
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,"Electricity by tide, wave, ocean",0.0
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by wind,18005.23081026181
