Database,Version,Table,Year,System,Flow,Satellite account,Unit,Region,Sector,Item,Value
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by Geothermal,317504.6890185113
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by biomass and waste,748075.7599286735
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by coal,2620667.504679534
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by gas,509847.16419384157
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by hydro,9676.712108434907
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by nuclear,68200.70222756086
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by petroleum and other oil derivatives,582615.2037074796
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by solar photovoltaic,861260.7135343407
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by solar thermal,0.0
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,"Electricity by tide, wave, ocean",0.0
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity by wind,198459.9297257271
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by Geothermal,233027.331871385
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by biomass and waste,5582431.048843784
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by coal,9650373.681392046
EXIOBASE,3.8.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity by gas,9464957.960399924
