Database,Version,Table,Year,System,Flow,Satellite account,Unit,Region,Sector,Item,Value
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity & transmission,202194.80507710262
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity & transmission,8290105.37333889
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,BE,Sector,Electricity & transmission,720628.1389724239
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,BG,Sector,Electricity & transmission,1707283.7400250663
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,BR,Sector,Electricity & transmission,798272.5900812531
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,CA,Sector,Electricity & transmission,1804460.1639540477
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,CH,Sector,Electricity & transmission,17491.910685258496
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,CN,Sector,Electricity & transmission,8624366.83466855
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,CY,Sector,Electricity & transmission,3360695.2114083716
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,CZ,Sector,Electricity & transmission,6892472.8009186825
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,DE,Sector,Electricity & transmission,1816433.910258228
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,DK,Sector,Electricity & transmission,5150245.785422061
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,EE,Sector,Electricity & transmission,2065411.4042475019
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,ES,Sector,Electricity & transmission,1339851.759453508
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,FI,Sector,Electricity & transmission,549736.1033846769
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,FR,Sector,Electricity & transmission,307095.8931176817
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,GB,Sector,Electricity & transmission,1961931.4515065039
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,GR,Sector,Electricity & transmission,4128508.073512546
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,HR,Sector,Electricity & transmission,1059817.6919747714
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,HU,Sector,Electricity & transmission,252199055.87801033
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,ID,Sector,Electricity & transmission,4932996.2893497255
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,IE,Sector,Electricity & transmission,2114737.420195425
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,IN,Sector,Electricity & transmission,15847189.097103987
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,IT,Sector,Electricity & transmission,605043.3665287639
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,JP,Sector,Electricity & transmission,7421354.448352637
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,KR,Sector,Electricity & transmission,51968379.069727734
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,LT,Sector,Electricity & transmission,795457.7888675334
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,LU,Sector,Electricity & transmission,148663.60557425866
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,LV,Sector,Electricity & transmission,384159.60745435744
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,MT,Sector,Electricity & transmission,6751412.148577228
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,MX,Sector,Electricity & transmission,80295146.1167184
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,NL,Sector,Electricity & transmission,1344843.443915038
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,NO,Sector,Electricity & transmission,10443.571365449054
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,PL,Sector,Electricity & transmission,7706008.444571759
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,PT,Sector,Electricity & transmission,921369.687389107
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,RO,Sector,Electricity & transmission,1711483.435733733
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,RU,Sector,Electricity & transmission,7195053.691335777
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,SE,Sector,Electricity & transmission,6168.480387277723
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,SI,Sector,Electricity & transmission,3602598.694682258
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,SK,Sector,Electricity & transmission,1110632.1389805789
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,TR,Sector,Electricity & transmission,9809692.762204118
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,TW,Sector,Electricity & transmission,22684292.062256604
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,US,Sector,Electricity & transmission,4199440.067997914
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,WA,Sector,Electricity & transmission,7914848.859214041
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,WE,Sector,Electricity & transmission,7600885.033151949
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,WF,Sector,Electricity & transmission,3065443.759597897
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,WL,Sector,Electricity & transmission,2495677.4041238576
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,WM,Sector,Electricity & transmission,5799724.731746302
EXIOBASE,3.10.2,IOT,2022,pxp,Intensity,GHG,kg CO2eq/M.EUR,ZA,Sector,Electricity & transmission,21057447.873681534
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,AT,Sector,Electricity & transmission,1031584.6750846361
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,AU,Sector,Electricity & transmission,9381711.840053583
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,BE,Sector,Electricity & transmission,928203.0688341086
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,BG,Sector,Electricity & transmission,1956731.920257639
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,BR,Sector,Electricity & transmission,1078877.9418812748
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,CA,Sector,Electricity & transmission,1908167.439574773
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,CH,Sector,Electricity & transmission,414081.45881248865
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,CN,Sector,Electricity & transmission,13518488.803037306
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,CY,Sector,Electricity & transmission,3698421.043861503
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,CZ,Sector,Electricity & transmission,7589944.265351509
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,DE,Sector,Electricity & transmission,2357555.535839665
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,DK,Sector,Electricity & transmission,5206387.166938101
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,EE,Sector,Electricity & transmission,2238964.1215962754
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,ES,Sector,Electricity & transmission,1652699.024992313
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,FI,Sector,Electricity & transmission,689968.7623966265
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,FR,Sector,Electricity & transmission,520103.2277782449
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,GB,Sector,Electricity & transmission,2680018.962968989
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,GR,Sector,Electricity & transmission,5431159.334523315
EXIOBASE,3.10.2,IOT,2022,pxp,Footprint,GHG,kg CO2eq/M.EUR,HR,Sector,Electricity & transmission,1204268.586991395
