Database,Version,Table,Year,Flow,Satellite account,Unit,Region,Sector,Item,Value,Level
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CN,Activity,Production of electricity nec,34.2693386342818,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,Production of electricity by coal,22.49383319928503,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,Production of electricity by gas,14.312330176296095,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,Production of electricity by nuclear,0.05206112329948516,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,Production of electricity by hydro,0.0771526191589012,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,Production of electricity by wind,4.475996162715164,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,Production of electricity by petroleum and other oil derivatives,22.574584339694454,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,Production of electricity by biomass and waste,0.8802380497471242,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,Production of electricity by solar photovoltaic,1332.5356566612038,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,"Production of electricity by tide, wave, ocean",2607.1016143240804,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CA,Activity,Production of electricity nec,10.990438825315504,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,Production of electricity by coal,17.25163592900155,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,Production of electricity by gas,11.039382690572564,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,Production of electricity by nuclear,0.14014637181170994,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,Production of electricity by hydro,0.34040471223997637,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,Production of electricity by wind,34.345073291138185,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,Production of electricity by petroleum and other oil derivatives,4.8571806592814655,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,Production of electricity by biomass and waste,5.920620135385862,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,Production of electricity by solar photovoltaic,3.99186092111491,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,KR,Activity,Production of electricity nec,3.3526498995369214,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,Production of electricity by coal,222.79605802542497,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,Production of electricity by gas,70.67058561281334,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,Production of electricity by nuclear,0.35941310595611914,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,Production of electricity by hydro,0.054637387145714436,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,Production of electricity by wind,0.8715807018698776,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,Production of electricity by petroleum and other oil derivatives,76.59095187890331,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,Production of electricity by biomass and waste,0.16691467617411712,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BR,Activity,Production of electricity nec,102.8503604058109,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by coal,24.0558179096144,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by gas,4.058371000156326,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by nuclear,0.1531307504617735,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by hydro,0.17009413350202532,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by wind,0.6048731465541938,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by petroleum and other oil derivatives,3.1947401930489883,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by biomass and waste,0.42711899144909093,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by solar photovoltaic,115.28467089063399,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by Geothermal,36.808699798374754,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity nec,1.0262789801997212,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by coal,27.377558287901525,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by gas,16.999279401214594,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by nuclear,0.02246108032784798,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by hydro,0.5884348742482599,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by wind,0.19995688919064483,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by petroleum and other oil derivatives,13.645972108392717,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by biomass and waste,26.27699228822634,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by solar photovoltaic,183.9913651863916,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by Geothermal,0.3089345061903283,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity nec,0.5665582951080913,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by coal,1.9709600217500305,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by gas,0.4008689795157049,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by nuclear,0.14799912385203381,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by hydro,0.11556143102307981,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by wind,1192.1520985846953,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by petroleum and other oil derivatives,1.600526774416437,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by biomass and waste,137.64737524495627,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by Geothermal,10.63370331098831,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity nec,33.56372478198302,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by coal,10.412659065913815,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by gas,10.391791178884164,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by hydro,0.1752056106672702,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by wind,0.23188391897130206,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by petroleum and other oil derivatives,5.454466004666749,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by biomass and waste,6.819997613530409,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by solar photovoltaic,0.07342412981480534,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by solar thermal,0.2741481421729015,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity nec,0.20334521070676062,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by coal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by gas,0.21523540568144464,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by nuclear,0.04819098765395729,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by hydro,0.14323569290853758,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by wind,0.10693765526187196,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by petroleum and other oil derivatives,0.1884958184918634,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by biomass and waste,0.18998509086724072,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by solar photovoltaic,0.6850074556687635,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by coal,19.11754708270544,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by gas,7.473153775780283,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by hydro,0.0666877873171435,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by wind,36.06965616695452,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by petroleum and other oil derivatives,18.98546971210785,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by biomass and waste,12.791991048506173,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by Geothermal,13.827970065432394,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity nec,3.122376307832218,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by coal,13.125331955573524,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by gas,8.856700900638286,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by nuclear,0.0274406444488295,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by hydro,0.2443951135162564,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by wind,0.04906045161542007,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by petroleum and other oil derivatives,6.827355490221378,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by biomass and waste,0.5378215876759023,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by solar photovoltaic,0.1444684922818714,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity nec,0.05497059639078508,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by coal,0.6316159341993358,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by gas,6.3026183174648365,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by hydro,0.024583469110523098,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by wind,0.034935880104772735,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by petroleum and other oil derivatives,0.33064421839414276,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by biomass and waste,0.25516267311310065,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity nec,1.222884670602839,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by coal,39.34252255696979,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by gas,38.47179957994848,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by hydro,0.06694024718233876,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by wind,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by petroleum and other oil derivatives,10.040755808424676,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by biomass and waste,0.9250404755757808,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by Geothermal,0.20355460759899432,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by coal,75.34275661685423,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by gas,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by nuclear,0.6721532256293788,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by hydro,0.6899337948071482,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by wind,0.2585830902664742,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by petroleum and other oil derivatives,14.615330374750549,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by biomass and waste,0.5207319809903714,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by solar photovoltaic,31.692373370832083,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by coal,18.60204503878703,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by gas,8.118860581735948,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by nuclear,0.268368693665107,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by hydro,0.14368356280191832,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by wind,4.553253624335581,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by petroleum and other oil derivatives,11.578269613850278,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by biomass and waste,12.252841595828231,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by solar photovoltaic,0.2142824643888421,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by solar thermal,9.186462460261954,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,"Production of electricity by tide, wave, ocean",0.22937068641205124,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by Geothermal,0.23939703476699134,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity nec,0.3682351599619808,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by coal,28.65855648198113,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by gas,9.417672349085237,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by nuclear,0.38849903790953305,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by hydro,0.09105230486233856,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by wind,1.0612537493341774,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by petroleum and other oil derivatives,11.701894632825471,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by biomass and waste,7.354500139480653,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by solar photovoltaic,22.799781368156843,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by solar thermal,6764.889630204379,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,"Production of electricity by tide, wave, ocean",0.5605568188309337,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by Geothermal,0.20207661395986454,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity nec,0.7405335182888443,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by coal,18.694835677405383,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by gas,4.60663718546325,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by nuclear,0.9044106362542981,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by hydro,1.0470429375022243,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by wind,31.41182246294645,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by petroleum and other oil derivatives,4.470137645441648,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by biomass and waste,1.9163943623929351,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by solar thermal,391457.175247935,Activity
