Database,Version,Table,Year,Flow,Satellite account,Unit,Region,Sector,Item,Value,Level
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by wind,0.40497017503808813,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by petroleum and other oil derivatives,2.6359980871247637,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by biomass and waste,0.1516976853013727,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by solar photovoltaic,114.9849645653525,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IN,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity by Geothermal,36.808699798374754,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,IN,Activity,Production of electricity nec,0.6431184510469045,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by coal,26.891470052024246,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by gas,16.607082605415574,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by nuclear,0.0010431277417027572,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by hydro,0.5297552023744633,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by wind,0.10671433028871462,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by petroleum and other oil derivatives,12.476595203729486,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by biomass and waste,26.088241284806184,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by solar photovoltaic,183.8188605066338,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity by Geothermal,0.11517083351133266,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,MX,Activity,Production of electricity nec,0.534534574711345,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by coal,0.3388094516858047,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by gas,0.08995485294402919,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by nuclear,0.006319117433343088,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by hydro,0.008496780282499401,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by wind,1191.7265063797952,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by petroleum and other oil derivatives,1.3356181767621786,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by biomass and waste,137.21024917995223,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity by Geothermal,9.487207358070963,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,RU,Activity,Production of electricity nec,31.388721212211124,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by coal,10.03253281148508,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by gas,9.953771771515164,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by hydro,0.007737218681322135,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by wind,0.14298325678794302,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by petroleum and other oil derivatives,5.098778873140854,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by biomass and waste,6.332895751382992,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by solar photovoltaic,0.019604372641849038,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by solar thermal,0.0035888203298479163,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,AU,Activity,Production of electricity nec,0.001803812150930475,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by coal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by gas,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by hydro,1.8485093066363526e-07,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by wind,0.0007764415284575068,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by petroleum and other oil derivatives,5.127625364038988e-07,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by biomass and waste,0.04050259717610699,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by solar photovoltaic,0.593528882312933,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,CH,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by coal,18.45544491101077,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by gas,6.987300308329366,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by hydro,0.04093502260174051,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by wind,36.021116005868755,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by petroleum and other oil derivatives,18.649776641649957,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by biomass and waste,12.220141748465053,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity by Geothermal,13.494744194263541,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TR,Activity,Production of electricity nec,3.0105980217650994,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by coal,12.723386251451803,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by gas,8.732648099961343,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by nuclear,0.021096708394024066,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by hydro,0.1651016115367995,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by wind,0.0015932098512272698,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by petroleum and other oil derivatives,6.1252792756658145,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by biomass and waste,0.36781068322195726,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by solar photovoltaic,0.06304167316992593,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,TW,Activity,Production of electricity nec,4.601669885672445e-05,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by coal,2.21736936838829e-06,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by gas,5.960055208435282,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by hydro,0.00251600577219185,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by wind,0.0002553740029581802,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by petroleum and other oil derivatives,1.6527240881847756e-05,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by biomass and waste,0.02545247416384074,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,NO,Activity,Production of electricity nec,1.0199747030154647,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by coal,38.85104652918657,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by gas,38.27656324879626,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by hydro,4.53259886520998e-06,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by wind,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by petroleum and other oil derivatives,9.554511423413446,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by biomass and waste,0.24051869759672628,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity by Geothermal,0.020319527786116003,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ID,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by coal,75.08086035317831,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by gas,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by hydro,0.3433992081960424,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by wind,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by petroleum and other oil derivatives,13.748304030776149,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by biomass and waste,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by solar photovoltaic,31.478147635336054,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity by Geothermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,ZA,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by coal,17.869461554458347,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by gas,7.687812187305291,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by nuclear,0.00541583281509439,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by hydro,0.00017236258545562285,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by wind,4.38893161656663,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by petroleum and other oil derivatives,11.0228542989357,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by biomass and waste,11.894980700557957,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by solar photovoltaic,0.11435860584266352,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by solar thermal,9.186462460261954,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,"Production of electricity by tide, wave, ocean",0.00017875340442883,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity by Geothermal,0.002776710344735876,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WA,Activity,Production of electricity nec,0.01670799106284031,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by coal,28.387766569155936,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by gas,9.273512567130203,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by nuclear,0.0013903522302610304,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by hydro,0.0004252092349218535,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by wind,0.626765025432372,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by petroleum and other oil derivatives,11.341281695769094,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by biomass and waste,6.978744501595759,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by solar photovoltaic,22.799781368156843,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by solar thermal,6764.889630204379,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,"Production of electricity by tide, wave, ocean",0.31123175341256504,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity by Geothermal,0.004133246261527167,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WL,Activity,Production of electricity nec,0.10598070705504754,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by coal,17.50248162322447,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by gas,3.291840291902423,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by nuclear,0.051280751713578133,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by hydro,0.39029114281599975,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by wind,30.501992977062997,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by petroleum and other oil derivatives,2.89244356810696,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by biomass and waste,0.3911969459968705,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by solar photovoltaic,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by solar thermal,391457.175247935,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,"Production of electricity by tide, wave, ocean",26.69087296421473,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity by Geothermal,0.7471807978668774,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WE,Activity,Production of electricity nec,0.07642592403744528,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,Production of electricity by coal,12.8093877914168,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,Production of electricity by gas,6.360163185293345,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,Production of electricity by nuclear,0.0010068507283348227,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,Production of electricity by hydro,0.02336988942062587,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,Production of electricity by wind,0.27214828848149114,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,Production of electricity by petroleum and other oil derivatives,10.31512895628751,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,Production of electricity by biomass and waste,1.9653637002192306,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,Production of electricity by solar photovoltaic,5.0793286353770375,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,Production of electricity by solar thermal,13690142.838098936,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,"Production of electricity by tide, wave, ocean",716.2911120441064,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,Production of electricity by Geothermal,0.46330821274152106,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WF,Activity,Production of electricity nec,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,Production of electricity by coal,7.727280339449781,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,Production of electricity by gas,8.455911978858229,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,Production of electricity by nuclear,0.11233401456704477,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,Production of electricity by hydro,0.536198369515649,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,Production of electricity by wind,8.790286782087328,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,Production of electricity by petroleum and other oil derivatives,12.685614361576516,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,Production of electricity by biomass and waste,0.007903088255807012,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,Production of electricity by solar photovoltaic,2.899678683735876e-09,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,Production of electricity by solar thermal,5797384.05280556,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,"Production of electricity by tide, wave, ocean",156.50439206328343,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,Production of electricity by Geothermal,0.0005143720666660927,Activity
EXIOBASE,3.8.2,SUT,2022,Intensity,GHG,kg CO2eq/EUR,WM,Activity,Production of electricity nec,16.44073378380072,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,Production of electricity by coal,3.8059846340208607,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,Production of electricity by gas,1.9634713702110627,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,Production of electricity by nuclear,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,Production of electricity by hydro,0.07435488231521267,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,Production of electricity by wind,0.5816754897072958,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,Production of electricity by petroleum and other oil derivatives,1.874086502608216,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,Production of electricity by biomass and waste,2.2494004761029927,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,Production of electricity by solar photovoltaic,4.144328998638874,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,Production of electricity by solar thermal,0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,"Production of electricity by tide, wave, ocean",0.0,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,Production of electricity by Geothermal,1.1148435721566987,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,AT,Activity,Production of electricity nec,1.2377888560152979,Activity
EXIOBASE,3.8.2,SUT,2022,Footprint,GHG,kg CO2eq/EUR,BE,Activity,Production of electricity by coal,5.2203793475416145,Activity
