Database,Version,Table,Year,System,Flow,Satellite account,Unit,Region,Sector,Item,Value,Type
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,FR,Sector,Electricity & transmission,63.00612644281281,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,HR,Sector,Electricity & transmission,180.12740063370026,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,HU,Sector,Electricity & transmission,158.7562662080567,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,IE,Sector,Electricity & transmission,328.64057564561995,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,IT,Sector,Electricity & transmission,226.83017901127042,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,LT,Sector,Electricity & transmission,36.821014853231375,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,LU,Sector,Electricity & transmission,43.14048823154785,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,LV,Sector,Electricity & transmission,35.355351253175726,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,MT,Sector,Electricity & transmission,141.7913130198021,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,NL,Sector,Electricity & transmission,231.54582197289238,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,PL,Sector,Electricity & transmission,404.1506126989741,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,PT,Sector,Electricity & transmission,250.61118636706487,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,RO,Sector,Electricity & transmission,360.53915231144003,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,SE,Sector,Electricity & transmission,8.700197146079224,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,SI,Sector,Electricity & transmission,152.76570803644384,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,SK,Sector,Electricity & transmission,107.64993307419678,Monetary
EXIOBASE,3.10.2,IOT,2017,pxp,Footprint,GHG,g/kWh,US,Sector,Electricity & transmission,434.2059259525756,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,AT,Sector,electricity,214.03694013586457,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,BE,Sector,electricity,185.7209951896955,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,BG,Sector,electricity,185.44045348321893,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,CY,Sector,electricity,316.4839371919835,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,CZ,Sector,electricity,911.6579676718183,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,DE,Sector,electricity,176.23111325119268,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,DK,Sector,electricity,147.924351290426,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,ES,Sector,electricity,95.43066630393706,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,EE,Sector,electricity,345.4200578281674,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,FI,Sector,electricity,71.97927380685097,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,FR,Sector,electricity,61.05681833463859,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,HR,Sector,electricity,200.07404243223374,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,HU,Sector,electricity,342.7161163330195,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,IE,Sector,electricity,303.6063515551556,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,IT,Sector,electricity,170.48017727449025,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,LT,Sector,electricity,75.06512972242722,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,LU,Sector,electricity,198.09767098037915,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,LV,Sector,electricity,352.6260296771905,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,MT,Sector,electricity,315.62876589560227,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,NL,Sector,electricity,163.35687221618628,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,PL,Sector,electricity,761.9917987599395,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,PT,Sector,electricity,128.62206503487394,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,RO,Sector,electricity,902.301593250669,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,SK,Sector,electricity,329.17295256344545,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,SI,Sector,electricity,386.4518112607002,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,SE,Sector,electricity,13.720085012407855,Monetary
EMERGING,2.2,IOT,2023,,Intensity,GHG,g/kWh,US,Sector,electricity,581.8912694811049,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,AT,Sector,electricity,448.1294886667509,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,BE,Sector,electricity,246.9355540015154,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,BG,Sector,electricity,285.67041010491886,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,CY,Sector,electricity,316.48410133484185,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,CZ,Sector,electricity,1122.9467217232916,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,DE,Sector,electricity,250.93329055862472,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,DK,Sector,electricity,202.01532667424925,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,ES,Sector,electricity,162.0285585224507,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,EE,Sector,electricity,425.77286193097393,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,FI,Sector,electricity,96.24784365533633,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,FR,Sector,electricity,138.86769620498242,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,HR,Sector,electricity,263.3330711838564,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,HU,Sector,electricity,413.5228752958503,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,IE,Sector,electricity,423.8287626668815,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,IT,Sector,electricity,330.6623594672714,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,LT,Sector,electricity,134.60736132521754,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,LU,Sector,electricity,405.71621537847045,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,LV,Sector,electricity,514.1849867056255,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,MT,Sector,electricity,478.71220794646166,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,NL,Sector,electricity,275.9005128858127,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,PL,Sector,electricity,837.0131778375072,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,PT,Sector,electricity,228.5547105869029,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,RO,Sector,electricity,1083.780029253703,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,SK,Sector,electricity,511.7343085361392,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,SI,Sector,electricity,522.049101758678,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,SE,Sector,electricity,23.164056159740895,Monetary
EMERGING,2.2,IOT,2023,,Footprint,GHG,g/kWh,US,Sector,electricity,643.6701153948549,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,AT,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,BE,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,BG,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,CY,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,CZ,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,DE,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,DK,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,ES,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,EE,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,FI,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,FR,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,HR,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,HU,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,IE,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,IT,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,LT,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,LU,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,LV,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,MT,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,NL,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,PL,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,PT,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,RO,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,SK,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,SI,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,SE,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,US,Commodity,"Electric power generation, transmission and distribution",0.0,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,AT,Commodity,"Electric power generation, transmission and distribution",292.8281075113676,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,BE,Commodity,"Electric power generation, transmission and distribution",191.24348956629328,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,BG,Commodity,"Electric power generation, transmission and distribution",472.233718150969,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,CY,Commodity,"Electric power generation, transmission and distribution",1341.3337729156167,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,CZ,Commodity,"Electric power generation, transmission and distribution",597.60687126203,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,DE,Commodity,"Electric power generation, transmission and distribution",224.00887223549108,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,DK,Commodity,"Electric power generation, transmission and distribution",138.87144351811102,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,ES,Commodity,"Electric power generation, transmission and distribution",242.2465290076779,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,EE,Commodity,"Electric power generation, transmission and distribution",435.4044138926756,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,FI,Commodity,"Electric power generation, transmission and distribution",136.63937820308254,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,FR,Commodity,"Electric power generation, transmission and distribution",89.34387843150014,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,HR,Commodity,"Electric power generation, transmission and distribution",256.516965178302,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,HU,Commodity,"Electric power generation, transmission and distribution",308.24528904343794,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,IE,Commodity,"Electric power generation, transmission and distribution",499.61069200358685,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,IT,Commodity,"Electric power generation, transmission and distribution",382.863709541752,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,LT,Commodity,"Electric power generation, transmission and distribution",99.62018378875847,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,LU,Commodity,"Electric power generation, transmission and distribution",48.973641210676355,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,LV,Commodity,"Electric power generation, transmission and distribution",121.3704949616099,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,MT,Commodity,"Electric power generation, transmission and distribution",328.0282063853417,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,NL,Commodity,"Electric power generation, transmission and distribution",402.258202685817,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,PL,Commodity,"Electric power generation, transmission and distribution",797.0599003026398,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,PT,Commodity,"Electric power generation, transmission and distribution",308.53414276806154,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,RO,Commodity,"Electric power generation, transmission and distribution",125.42747531380772,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,SK,Commodity,"Electric power generation, transmission and distribution",312.5151160537944,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,SI,Commodity,"Electric power generation, transmission and distribution",259.3425863115111,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,SE,Commodity,"Electric power generation, transmission and distribution",37.75014834258814,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,US,Commodity,"Electric power generation, transmission and distribution",649.6860320752273,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,AT,Activity,"Electric power generation, transmission and distribution",127.90523209179625,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,BE,Activity,"Electric power generation, transmission and distribution",146.67779823475183,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,BG,Activity,"Electric power generation, transmission and distribution",371.4117371593708,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,CY,Activity,"Electric power generation, transmission and distribution",1061.7094079738076,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,CZ,Activity,"Electric power generation, transmission and distribution",468.95568415904603,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,DE,Activity,"Electric power generation, transmission and distribution",180.81896743138904,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,DK,Activity,"Electric power generation, transmission and distribution",112.30454740552676,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,ES,Activity,"Electric power generation, transmission and distribution",135.5262799750049,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,EE,Activity,"Electric power generation, transmission and distribution",248.20814711402602,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,FI,Activity,"Electric power generation, transmission and distribution",104.18656052159525,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,FR,Activity,"Electric power generation, transmission and distribution",41.84261242366327,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,HR,Activity,"Electric power generation, transmission and distribution",154.57616688011515,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,HU,Activity,"Electric power generation, transmission and distribution",269.2282143928087,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,IE,Activity,"Electric power generation, transmission and distribution",409.4038959801179,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,IT,Activity,"Electric power generation, transmission and distribution",177.5901147129237,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,LT,Activity,"Electric power generation, transmission and distribution",68.43926482787805,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,LU,Activity,"Electric power generation, transmission and distribution",25.2874458696385,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,LV,Activity,"Electric power generation, transmission and distribution",30.384644288548465,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,MT,Activity,"Electric power generation, transmission and distribution",114.35465074573551,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,NL,Activity,"Electric power generation, transmission and distribution",323.49341226038206,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,PL,Activity,"Electric power generation, transmission and distribution",735.6902255919524,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,PT,Activity,"Electric power generation, transmission and distribution",124.76356048475874,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,RO,Activity,"Electric power generation, transmission and distribution",89.50113411781479,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,SK,Activity,"Electric power generation, transmission and distribution",123.44486906684728,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,SI,Activity,"Electric power generation, transmission and distribution",173.12344717480607,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,SE,Activity,"Electric power generation, transmission and distribution",28.269679657939637,Monetary
GLORIA,0.6,SUT,2023,,Intensity,GHG,g/kWh,US,Activity,"Electric power generation, transmission and distribution",604.7601633609477,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,AT,Activity,"Electric power generation, transmission and distribution",292.8221629549694,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,BE,Activity,"Electric power generation, transmission and distribution",191.2455374873299,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,BG,Activity,"Electric power generation, transmission and distribution",472.23498047333624,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,CY,Activity,"Electric power generation, transmission and distribution",1341.3276480572101,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,CZ,Activity,"Electric power generation, transmission and distribution",597.6123848067498,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,DE,Activity,"Electric power generation, transmission and distribution",224.00449702591888,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,DK,Activity,"Electric power generation, transmission and distribution",138.87254592712003,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,ES,Activity,"Electric power generation, transmission and distribution",242.24687937570002,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,EE,Activity,"Electric power generation, transmission and distribution",435.41168128842537,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,FI,Activity,"Electric power generation, transmission and distribution",136.64257016574504,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,FR,Activity,"Electric power generation, transmission and distribution",89.34293002427546,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,HR,Activity,"Electric power generation, transmission and distribution",256.5172369203133,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,HU,Activity,"Electric power generation, transmission and distribution",308.24632094550776,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,IE,Activity,"Electric power generation, transmission and distribution",499.60937506055075,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,IT,Activity,"Electric power generation, transmission and distribution",382.86255033519376,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,LT,Activity,"Electric power generation, transmission and distribution",99.62114463158571,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,LU,Activity,"Electric power generation, transmission and distribution",48.97396700923069,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,LV,Activity,"Electric power generation, transmission and distribution",121.37129508184384,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,MT,Activity,"Electric power generation, transmission and distribution",328.0332102970809,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,NL,Activity,"Electric power generation, transmission and distribution",402.25872482359614,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,PL,Activity,"Electric power generation, transmission and distribution",797.0628798415238,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,PT,Activity,"Electric power generation, transmission and distribution",308.5437316792945,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,RO,Activity,"Electric power generation, transmission and distribution",125.42758677186907,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,SK,Activity,"Electric power generation, transmission and distribution",312.52807290927774,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,SI,Activity,"Electric power generation, transmission and distribution",259.3466653359244,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,SE,Activity,"Electric power generation, transmission and distribution",37.74949641590565,Monetary
GLORIA,0.6,SUT,2023,,Footprint,GHG,g/kWh,US,Activity,"Electric power generation, transmission and distribution",649.6954617502331,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,AT,Sector,"Electricity, Gas and Water",53.332240056685485,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,BE,Sector,"Electricity, Gas and Water",178.19711645594936,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,BG,Sector,"Electricity, Gas and Water",242.7097696591023,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,HR,Sector,"Electricity, Gas and Water",191.53941475387435,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,CY,Sector,"Electricity, Gas and Water",508.1055789728165,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,CZ,Sector,"Electricity, Gas and Water",184.65571634174196,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,DK,Sector,"Electricity, Gas and Water",182.63799949189274,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,EE,Sector,"Electricity, Gas and Water",393.0079514201994,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,FI,Sector,"Electricity, Gas and Water",212.18371710728997,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,FR,Sector,"Electricity, Gas and Water",44.62252183401634,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,DE,Sector,"Electricity, Gas and Water",158.0794636198328,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,HU,Sector,"Electricity, Gas and Water",127.34758089641046,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,IE,Sector,"Electricity, Gas and Water",310.1726874115475,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,IT,Sector,"Electricity, Gas and Water",190.03467064189894,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,LV,Sector,"Electricity, Gas and Water",126.68271352155975,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,LT,Sector,"Electricity, Gas and Water",104.70257270369846,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,LU,Sector,"Electricity, Gas and Water",69.8548726187182,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,MT,Sector,"Electricity, Gas and Water",483.0236408380481,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,NL,Sector,"Electricity, Gas and Water",147.3456627405611,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,PL,Sector,"Electricity, Gas and Water",311.820883895345,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,PT,Sector,"Electricity, Gas and Water",178.65198069119438,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,RO,Sector,"Electricity, Gas and Water",134.7693077053353,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,SK,Sector,"Electricity, Gas and Water",52.666387964854636,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,SI,Sector,"Electricity, Gas and Water",268.96108389794824,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,ES,Sector,"Electricity, Gas and Water",192.7539978739657,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,SE,Sector,"Electricity, Gas and Water",42.035130294690056,Monetary
EORA26,199.82,IOT,2017,,Intensity,GHG,g/kWh,US,Sector,"Electricity, Gas and Water",360.0777533633244,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,AT,Sector,"Electricity, Gas and Water",115.43916359831627,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,BE,Sector,"Electricity, Gas and Water",233.75344137377434,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,BG,Sector,"Electricity, Gas and Water",431.936948333233,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,HR,Sector,"Electricity, Gas and Water",377.93446249969963,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,CY,Sector,"Electricity, Gas and Water",883.4508926780477,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,CZ,Sector,"Electricity, Gas and Water",526.4698647344637,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,DK,Sector,"Electricity, Gas and Water",242.10711461942492,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,EE,Sector,"Electricity, Gas and Water",651.6744802806005,Monetary
