Database,Version,Table,Year,System,Flow,Satellite account,Unit,Region,Sector,Item,Value,Type
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,FI,Sector,"Electricity, Gas and Water",276.22005602743576,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,FR,Sector,"Electricity, Gas and Water",87.244583110074,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,DE,Sector,"Electricity, Gas and Water",221.9903887586932,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,HU,Sector,"Electricity, Gas and Water",267.70226772182804,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,IE,Sector,"Electricity, Gas and Water",426.5351661686197,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,IT,Sector,"Electricity, Gas and Water",274.9435979399398,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,LV,Sector,"Electricity, Gas and Water",279.24363723086407,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,LT,Sector,"Electricity, Gas and Water",276.7024072475301,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,LU,Sector,"Electricity, Gas and Water",121.20869540997488,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,MT,Sector,"Electricity, Gas and Water",657.8471098753799,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,NL,Sector,"Electricity, Gas and Water",240.86224120692955,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,PL,Sector,"Electricity, Gas and Water",418.34047080533713,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,PT,Sector,"Electricity, Gas and Water",271.84307281072694,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,RO,Sector,"Electricity, Gas and Water",451.47223392293904,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,SK,Sector,"Electricity, Gas and Water",182.76782183694934,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,SI,Sector,"Electricity, Gas and Water",466.2389309130971,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,ES,Sector,"Electricity, Gas and Water",264.2285182293045,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,SE,Sector,"Electricity, Gas and Water",49.53829150082916,Monetary
EORA26,199.82,IOT,2017,,Footprint,GHG,g/kWh,US,Sector,"Electricity, Gas and Water",404.679300586183,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,AT,Sector,electricity,24.2727115600944,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,BE,Sector,electricity,20.420030798139855,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,BG,Sector,electricity,482.6004235132713,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,CY,Sector,electricity,260.5734497732395,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,CZ,Sector,electricity,167.74551235617585,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,DE,Sector,electricity,285.34052988749164,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,DK,Sector,electricity,47.5627596774052,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,ES,Sector,electricity,58.12850732144216,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,EE,Sector,electricity,555.0759514831268,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,FI,Sector,electricity,115.29129398896589,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,FR,Sector,electricity,25.030016308522917,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,HR,Sector,electricity,59.42848273615434,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,HU,Sector,electricity,82.96159571193428,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,IE,Sector,electricity,205.53803892089877,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,IT,Sector,electricity,85.26603749293572,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,LT,Sector,electricity,5.7916042070239,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,LU,Sector,electricity,307.06386970074965,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,LV,Sector,electricity,36.437753388412645,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,MT,Sector,electricity,216.7581438862989,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,NL,Sector,electricity,239.5773536289869,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,PL,Sector,electricity,352.8049246296964,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,PT,Sector,electricity,252.39616632038704,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,RO,Sector,electricity,127.0960030752537,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,SK,Sector,electricity,52.0510304991388,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,SI,Sector,electricity,198.22608342887884,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,SE,Sector,electricity,7.226308043075619,Monetary
EMERGING,1.0,IOT,2017,,Intensity,GHG,g/kWh,US,Sector,electricity,354.85360709316296,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,AT,Sector,electricity,66.40881060370951,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,BE,Sector,electricity,80.19621696913939,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,BG,Sector,electricity,749.4024749323848,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,CY,Sector,electricity,439.9880453596486,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,CZ,Sector,electricity,245.05310369959344,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,DE,Sector,electricity,393.65813257570414,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,DK,Sector,electricity,70.5109620457102,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,ES,Sector,electricity,137.9485500625819,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,EE,Sector,electricity,746.3885841762553,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,FI,Sector,electricity,152.35186906674028,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,FR,Sector,electricity,59.152123219000444,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,HR,Sector,electricity,116.22679708706792,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,HU,Sector,electricity,123.14606345127807,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,IE,Sector,electricity,268.45624280214565,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,IT,Sector,electricity,147.29830323827395,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,LT,Sector,electricity,30.42530984428061,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,LU,Sector,electricity,556.426893302162,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,LV,Sector,electricity,82.34760611374284,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,MT,Sector,electricity,261.21335241017164,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,NL,Sector,electricity,329.7458773701189,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,PL,Sector,electricity,428.95099838484816,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,PT,Sector,electricity,457.4613135165733,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,RO,Sector,electricity,236.84145921577044,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,SK,Sector,electricity,153.4658218190879,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,SI,Sector,electricity,252.66924347334512,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,SE,Sector,electricity,16.24300641568877,Monetary
EMERGING,1.0,IOT,2017,,Footprint,GHG,g/kWh,US,Sector,electricity,405.81196194844193,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,AT,,,252.466224046482,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,BE,,,235.624318285158,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,BG,,,507.905813758151,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,CY,,,170.42295534131,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,CZ,,,622.230662904813,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,DE,,,705.129561199668,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,DK,,,208.346923674481,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,ES,,,367.273783651703,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,EE,,,961.080883136502,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,FI,,,226.871184240338,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,FR,,,134.654608271381,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,GR,,,840.274530831422,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,HR,,,376.695448364876,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,HU,,,318.188121550851,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,IE,,,637.917613818823,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,IT,,,392.239861393998,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,LT,,,93.1427627791806,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,LU,,,242.108058069618,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,LV,,,200.074225741454,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,MT,,,641.992431208696,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,NL,,,516.67774387139,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,PL,,,865.993638565104,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,PT,,,566.002838895084,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,RO,,,451.276534862479,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,SK,,,350.908639375778,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,SI,,,433.734321920422,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,SE,,,38.4258063984112,Monetary
GTAP,11 Power,IOT,2017,,Footprint,GHG,g/kWh,US,,,494.159117966731,Monetary
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,AT,,,76.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,BE,,,171.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,BG,,,412.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,CY,,,831.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,CZ,,,506.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,DE,,,405.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,DK,,,166.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,EE,,,572.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,ES,,,155.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,FI,,,92.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,FR,,,42.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,GR,,,305.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,HR,,,238.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,HU,,,246.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,IE,,,415.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,IT,,,362.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,LT,,,127.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,LV,,,157.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,NL,,,288.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,PL,,,777.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,PT,,,152.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,RO,,,280.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,SE,,,21.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,SI,,,251.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,SK,,,139.0,Physical
Electricity Maps,,,2023,,Footprint,GHG,g/kWh,US,,,421.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,AT,,,112.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,BE,,,135.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,BG,,,338.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,CY,,,533.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,CZ,,,443.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,DE,,,363.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,DK,,,152.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,EE,,,395.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,ES,,,170.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,FI,,,81.2,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,FR,,,53.3,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,GR,,,336.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,HR,,,195.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,HU,,,196.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,IE,,,282.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,IT,,,323.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,LT,,,119.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,LV,,,119.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,NL,,,268.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,PL,,,651.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,PT,,,158.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,RO,,,243.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,SE,,,38.4,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,SI,,,225.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,SK,,,115.0,Physical
EMBER,,,2023,,Footprint,GHG,g/kWh,US,,,393.0,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,AT,,,72.5381567452344,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,AT,,,81.0170509551661,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,BE,,,125.392651827565,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,BE,,,124.021350137246,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,BG,,,371.443265106922,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,BG,,,316.456032872067,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,CZ,,,428.498229964196,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,CZ,,,365.005967610506,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,DE,,,359.283552095016,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,DE,,,314.53325715066,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,DK,,,181.851305801186,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,DK,,,163.073907932648,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,EE,,,522.64212880196,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,EE,,,504.358393063115,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,GR,,,297.605295904693,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,GR,,,279.360775732286,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,ES,,,141.267723208824,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,ES,,,137.992177588802,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,FI,,,81.8745951936603,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,FI,,,76.4561811750075,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,FR,,,48.4816500644346,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,FR,,,48.3793117402483,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,HR,,,189.759188268169,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,HR,,,186.131632290255,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,HU,,,211.645648602126,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,HU,,,195.520482820605,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,IE,,,313.122165557157,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,IE,,,303.067581774199,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,IT,,,320.815396112822,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,IT,,,310.139292023355,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,LT,,,101.620350774504,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,LT,,,101.539917128757,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,LV,,,135.746375304411,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,LV,,,145.545742355988,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,NL,,,396.041034269499,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,NL,,,369.895494394396,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,PL,,,684.989640253321,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,PL,,,582.420324203381,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,PT,,,135.264740483313,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,PT,,,138.715667299879,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,RO,,,234.180405033561,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,RO,,,215.202753623234,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,SE,,,12.2489047497128,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,SE,,,17.2552505568691,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,SI,,,223.489498914186,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,SI,,,195.364065827288,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,SK,,,99.7096079499649,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,SK,,,95.935674158851,Physical
NREL,,,2023,,Footprint,GHG,g/kWh,US,,,385.614956393199,Physical
IPCC,,,2023,,Footprint,GHG,g/kWh,US,,,359.519611010563,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,BE,,,230.388555151416,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,BG,,,573.845753702202,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,CZ,,,624.089843691911,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,DK,,,170.596875513752,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,DE,,,441.606336190274,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,EE,,,725.161843903765,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,IE,,,401.095296514862,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,GR,,,651.403417464393,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,ES,,,301.47472727138,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,FR,,,86.1057675252705,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,HR,,,385.976740925831,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,IT,,,381.987445936013,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,CY,,,858.811902888308,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,LV,,,477.03874876017,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,LT,,,89.0415362509898,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,LU,,,363.383756005322,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,HU,,,289.24713013931,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,MT,,,492.486586769273,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,NL,,,476.348166648369,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,AT,,,292.54487493272,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,PL,,,872.772117162336,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,PT,,,352.698875652606,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,RO,,,503.368338125481,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,SI,,,249.585651854157,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,SK,,,397.299222229891,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,FI,,,95.4827773945797,Physical
JRC,,,2017,,Footprint,GHG,g/kWh,SE,,,27.4908864415033,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,AT,,,156.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,BE,,,203.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,BG,,,552.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,CY,,,897.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,CZ,,,601.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,DE,,,520.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,DK,,,294.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,EE,,,778.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,ES,,,329.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,FI,,,229.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,FR,,,72.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,GR,,,776.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,HR,,,261.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,HU,,,354.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,IE,,,409.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,IT,,,456.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,LT,,,190.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,LV,,,211.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,NL,,,579.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,PL,,,956.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,PT,,,476.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,RO,,,488.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,SE,,,20.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,SI,,,327.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,SK,,,234.0,Physical
Electricity Maps,,,2017,,Footprint,GHG,g/kWh,US,,,468.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,AT,,,163.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,BE,,,159.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,BG,,,503.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,CY,,,606.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,CZ,,,542.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,DE,,,470.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,DK,,,283.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,EE,,,583.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,ES,,,329.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,FI,,,186.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,FR,,,78.3,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,GR,,,580.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,HR,,,256.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,HU,,,291.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,IE,,,404.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,IT,,,393.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,LT,,,183.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,LV,,,141.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,NL,,,490.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,PL,,,806.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,PT,,,434.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,RO,,,369.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,SE,,,42.5,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,SI,,,318.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,SK,,,183.0,Physical
EMBER,,,2017,,Footprint,GHG,g/kWh,US,,,469.0,Physical
NREL,,,2017,,Footprint,GHG,g/kWh,AT,,,126.763079335538,Physical
IPCC,,,2017,,Footprint,GHG,g/kWh,AT,,,131.242990075727,Physical
NREL,,,2017,,Footprint,GHG,g/kWh,BE,,,163.018461452407,Physical
IPCC,,,2017,,Footprint,GHG,g/kWh,BE,,,163.10527269323,Physical
NREL,,,2017,,Footprint,GHG,g/kWh,BG,,,489.598867516456,Physical
IPCC,,,2017,,Footprint,GHG,g/kWh,BG,,,414.849096775665,Physical
NREL,,,2017,,Footprint,GHG,g/kWh,CZ,,,533.732465312445,Physical
IPCC,,,2017,,Footprint,GHG,g/kWh,CZ,,,452.130052426506,Physical
NREL,,,2017,,Footprint,GHG,g/kWh,DE,,,470.794870307167,Physical
IPCC,,,2017,,Footprint,GHG,g/kWh,DE,,,409.880109215017,Physical
NREL,,,2017,,Footprint,GHG,g/kWh,DK,,,293.691688173306,Physical
IPCC,,,2017,,Footprint,GHG,g/kWh,DK,,,262.812045041012,Physical
NREL,,,2017,,Footprint,GHG,g/kWh,EE,,,789.087513091916,Physical
IPCC,,,2017,,Footprint,GHG,g/kWh,EE,,,782.286269562617,Physical
NREL,,,2017,,Footprint,GHG,g/kWh,GR,,,553.866618313399,Physical
IPCC,,,2017,,Footprint,GHG,g/kWh,GR,,,494.790972952963,Physical
NREL,,,2017,,Footprint,GHG,g/kWh,ES,,,307.652466233559,Physical
IPCC,,,2017,,Footprint,GHG,g/kWh,ES,,,280.242680563106,Physical
NREL,,,2017,,Footprint,GHG,g/kWh,FI,,,223.210252076861,Physical
IPCC,,,2017,,Footprint,GHG,g/kWh,FI,,,200.90553040558,Physical
